country,year,indicator,hh,hh_lo,hh_hi,plot,plot_lo,plot_hi,area,area_lo,area_hi,n_plot,n_hh
Uganda,2011,parcel_certificate,0.15854192281681806,0.11704658201599619,0.20003726361763993,0.10147899182850546,0.07369020806092495,0.129267775596086,0.15168404487643972,0.10599523893003951,0.19737285082283992,4718,2196
Uganda,2013,parcel_rentedin,0.17211519786058052,0.15263199388215504,0.191598401839006,0.106433576260128,0.09326595172166788,0.11960120079858813,0.07534929359182928,0.06144630552287116,0.0892522816607874,5436,2445
Uganda,2013,parcel_rentedout,0.01069811542363646,0.006044870000765834,0.015351360846507086,0.005362115401811605,0.0029435170391299164,0.007780713764493293,0.007515086709650648,0.00324817725525551,0.011781996164045787,5436,2445
Uganda,2013,parcel_purchased,0.3524401148108374,0.32540991676240216,0.3794703128592727,0.24180077576219103,0.22114931712239522,0.26245223440198684,0.2860191399915973,0.2507502814308292,0.32128799855236534,5436,2445
Uganda,2013,parcel_certificate,0.2557623312428591,0.2310453654486636,0.28047929703705454,0.18609835146534626,0.16579525393681607,0.20640144899387644,0.2386445149156999,0.2025087848176936,0.27478024501370624,5436,2445
Uganda,2015,parcel_rentedin,0.2317909097433021,0.20372095914939237,0.25986086033721184,0.13883114291980098,0.12045118553840423,0.15721110030119773,0.0939755849961022,0.07457597045061704,0.11337519954158737,5420,2541
Uganda,2015,parcel_rentedout,0.019240441319591607,0.013456362215268018,0.025024520423915196,0.010139515200369877,0.006873961688666533,0.01340506871207322,0.008421749376888783,0.005432816191152325,0.011410682562625242,5420,2541
Uganda,2015,parcel_purchased,0.3660676326404887,0.33710866590932004,0.39502659937165735,0.2525431663063588,0.22949785963927602,0.27558847297344163,0.2956686771319899,0.24965069908685003,0.3416866551771298,5416,2540
Uganda,2015,parcel_certificate,0.21848602191795777,0.19470128064866643,0.2422707631872491,0.15116253527801313,0.13166555793532567,0.1706595126207006,0.2244203820318328,0.17670501665673927,0.2721357474069263,5417,2540
Uganda,2018,parcel_rentedin,0.2099054904496008,0.2099054904496008,0.2099054904496008,0.1284050074941483,0.1284050074941483,0.1284050074941483,0.1344177567121268,0.1344177567121268,0.1344177567121268,5732,2620
Uganda,2018,parcel_rentedout,0.022562590486518617,0.022562590486518617,0.022562590486518617,0.012358361642826892,0.012358361642826892,0.012358361642826892,0.002755012175184533,0.002755012175184533,0.002755012175184533,5732,2620
Uganda,2018,parcel_purchased,,,,,,,,,,0,0
